incident_no,day,time_on_twitter,projected_start,event_end,full_tweet,category,projected_start_prj,event_end_prj,true_event_start,true_event_end
531,2016/02/13,06:40,06:40,08:37,Traffic lights at Robert Sobukwe/De La Rey are out. The department is currently attending to this.,,1,,08:40,10:37
532,2016/02/13,06:42,06:42,08:41,Traffic lights at Long/Walter Sisulu in the CBD are flashing. The department is currently attending to this.,,1,,08:42,10:41
533,2016/02/13,08:57,08:57,09:14,Traffic lights at Viking/Halt are out. The department is currently attending to this.,,1,,10:57,11:14
534,2016/02/14,10:22,10:22,16:10,The City has done an on-site assessment of a beached Southern Right whale carcass which has washed ashore in Bantry Bay.,,1,,12:22,18:10
535,2016/02/14,10:23,10:23,12:23,We urge residents to steer clear of the area while the removal plan is being developed. The City continues to monitor the situation.,,1,1,12:23,14:23
536,2016/02/18,04:43,04:43,08:06,Traffic lights at Adderley / Fountain (Exit/Entrance) are out. The department is attending to the matter.,,1,,06:43,10:06
537,2016/02/18,04:44,04:44,05:57,Traffic lights at Nathan Mallach / Giel Basson are flashing. The department is attending to the matter.,,1,,06:44,07:57
538,2016/02/18,05:17,05:17,07:54,Traffic lights at Erica / Edison in Belhar 23 are flashing. The department is attending to the matter.,,1,,07:17,09:54
539,2016/02/18,05:18,05:18,05:55,Traffic lights at Long / Walter Sisulu in the CBD are flashing. The department is attending to the matter.,,1,,07:18,07:55
540,2016/02/18,06:14,06:14,06:53,Crash on Nooiensfontein Rd outside the Western Cape Sports School in Kuils River. 1 x lane obstructed (Direction Van Riebeek Rd),,1,,08:14,08:53
541,2016/02/18,07:36,07:36,09:36,"Traffic lights at Nooiensfontein Rd / Highbury Rd, Kuils River are flashing. The department is attending to the matter.",,1,1,09:36,11:36
542,2016/02/18,08:15,08:15,08:15,Update: Traffic lights at Erica / Edison in Belhar 23 have been repaired.,,1,,10:15,10:15
543,2016/02/18,09:25,09:25,11:25,Traffic lights at Fountain Circle/Heerengracht are flashing. The department is currently attending to this.,,1,1,11:25,13:25
544,2016/02/18,10:48,10:48,12:01,Traffic lights at Jakes Gerwel / Viking in Epping are flashing. The department is attending to the matter.,,1,,12:48,14:01
545,2016/02/18,10:53,10:53,12:53,Traffic lights at Bree / Hout St in the CBD are out. The department is attending to the matter.,,1,1,12:53,14:53
546,2016/02/18,13:51,00:00,02:00,The City?s prepaid electricity vending system will be off-line from 01:00 until 04:00 on 17 February 2016 for planned maintenance.,,,,02:00,04:00
547,2016/02/18,14:25,14:25,15:09,Traffic lights at Walter Sisulu Ave / Lower Long St in the CBD are flashing. The department is attending to the matter.,,1,,16:25,17:09
548,2016/02/18,14:27,14:27,15:28,Traffic lights at Erica Dr / Edison Dr in Belhar are all out. The department is attending to the matter.,,1,,16:27,17:28
549,2016/02/18,15:24,15:24,17:24,"Boat came off its trailer on Gordons Bay Drive east at George Street, left lane closed. Proceed with caution.",,1,1,17:24,19:24
550,2016/02/18,16:14,16:14,16:55,"Crash on the N7 northbound at Bosmansdam Road, right lane closed. Proceed with caution.",,1,,18:14,18:55
551,2016/02/19,00:08,00:08,02:08,There is currently an electrical fault affecting Schaapkraal (Punt road & surr) as of 01:00. The department is currently attending to this.,,1,1,02:08,04:08
552,2016/02/19,02:57,06:00,14:00,"Planned electrical maintenance today in Tafelsig, Inter Milan road & surrounds from 08:00 ? 16:00. Contact 0860 103 089 for more info",,,,08:00,16:00
553,2016/02/19,02:57,06:30,14:00,"Planned electrical maintenance today in Boston, Washington street & surrounds from 08:30 ? 16:00. Contact 0860 103 089 for more info",,,,08:30,16:00
554,2016/02/19,02:58,06:30,14:00,"Planned electrical maintenance today in Lansdowne, O'Okiep road & surrounds from 08:30 ? 16:00. Contact 0860 103 089 for more info",,,,08:30,16:00
555,2016/02/19,02:59,06:00,14:00,"Planned electrical maintenance today in Kensington, Second street & surrounds from 08:00 ? 16:00. Contact 0860 103 089 for more info",,,,08:00,16:00
556,2016/02/19,03:00,06:30,13:30,"Planned electrical maintenance today in Panorama, Franschoek crescent & surrounds from 08:30 ? 15:30. Contact 0860 103 089 for more info",,,,08:30,15:30
557,2016/02/19,03:01,07:00,11:00,"Planned electrical maintenance today in Noordhoek, Hurter avenue & surrounds from 09:00 ? 13:00. Contact 0860 103 089 for more info",,,,09:00,13:00
558,2016/02/19,04:03,04:03,10:53,Traffic lights at N7/Potsdam are flashing. The department is currently attending to this.,,1,,06:03,12:53
559,2016/02/19,04:52,04:52,06:27,Traffic lights at Jakes Gerwel Dr/Heideveld Rd are out. The department is currently attending to this.,,1,,06:52,08:27
560,2016/02/19,04:59,04:59,06:01,Burst water pipe at Main Rd/Wessels Rd in Green Point. Left lane is closed towards Sea Point.,,1,,06:59,08:01
561,2016/02/19,05:31,05:31,06:43,"Stationary vehicle on the N1 inbound after Jip De Jager. Left lane obstructed, expect delays.",,1,,07:31,08:43
562,2016/02/19,05:43,05:43,06:28,Traffic lights at Giel Basson Dr/N1 are flashing. The department is currently attending to this.,,1,,07:43,08:28
563,2016/02/19,05:53,05:53,06:43,"Crash on the N1 inbound after Okavango. Left lane closed, expect delays.",,1,,07:53,08:43
564,2016/02/19,06:06,06:06,08:06,"Stationary vehicle on the N2 inbound at Mowbray Main off-ramp. One lane closed, expect delays.",,1,1,08:06,10:06
565,2016/02/19,08:22,08:22,10:22,Traffic lights at Marine Dr/Broad Rd in Milnerton are out. The department is currently attending to this.,,1,1,10:22,12:22
566,2016/02/19,08:43,08:43,10:43,Traffic lights at Stock Rd/Sheffield Rd are out. The department is currently attending to this.,,1,1,10:43,12:43
567,2016/02/19,10:20,10:20,14:31,"Crash on N7 southbound before Plattekloof, left lane closed. Northbound affected, right lane closed, expect delays.",,1,,12:20,16:31
568,2016/02/19,11:19,11:19,13:19,"Mountain fire at Boyes drive Lakeside, Boyes drive closed between Old Boyes drive and Main road as well as at Westlake drive.",,1,1,13:19,15:19
569,2016/02/19,11:58,11:58,13:58,Traffic lights at Onverwacht Rd / Michael St in Strand are flashing. The department is attending to the matter.,,1,1,13:58,15:58
570,2016/02/19,12:14,12:14,15:04,"Crash on the N2 inbound at Sir Lowry's Pass before Hairpin Bend, left lane closed. Proceed with caution.",,1,,14:14,17:04
571,2016/02/19,13:13,13:13,15:40,Traffic lights at Adderley St / Longmarket St in the CBD are flashing. The department is attending to the matter.,,1,,15:13,17:40
572,2016/02/19,13:15,13:15,14:49,Traffic lights at Main Rd / Kotzee Rd in Observatory are flashing. The department is attending to the matter.,,1,,15:15,16:49
573,2016/02/19,13:30,13:30,13:53,"Stationary vehicle on the N1 outbound before Jip De Jager, centre lane closed. Proceed with caution.",,1,,15:30,15:53
574,2016/02/19,14:18,14:18,16:18,Please note: City advises of temporary road closures for Kaizer Chiefs vs Supersport United soccer game. https://t.co/D3NobLpZxY,,1,1,16:18,18:18
575,2016/02/19,14:27,14:27,16:27,Please note: City warns of possible water supply disruption in the Somerset West area this weekend. https://t.co/ZKHzr2GVF2,,1,1,16:27,18:27
576,2016/02/19,15:56,15:56,17:54,"Crash on the N2 inbound at the R300, two lanes closed. Proceed with caution.",,1,,17:56,19:54
577,2016/02/20,04:04,06:30,14:00,Planned electrical maintenance today in Gugulethu (NY 71 & NY 72 & surrounds) from 08:30 ? 16:00. Contact 0860 103 089 for more info,,,,08:30,16:00
578,2016/02/20,04:05,06:00,14:00,Planned electrical maintenance today in Epping (Bofors Main Substation Network) from 08:00 ? 16:00. Contact 0860 103 089 for more info,,,,08:00,16:00
579,2016/02/20,04:06,04:00,14:00,"Planned electrical maintenance today in Strand, Caltex Garage, Strand Secondary School from 06:00 ? 16:00.Contact 0860 103 089 for more info",,,,06:00,16:00
580,2016/02/20,06:12,06:12,08:36,Traffic lights at Wespoort Dr / Merrydale Ave in Mitchell?s Plain are flashing. The department is attending to the matter.,,1,,08:12,10:36
581,2016/02/20,06:24,06:24,06:33,Traffic lights at Broad Rd / Marine Dr in Milnerton are all out. The department is attending to the matter.,,1,,08:24,08:33
582,2016/02/20,06:51,06:51,08:29,Traffic lights at Doncaster Rd / Punters Way in Claremont are flashing. The department is attending to the matter.,,1,,08:51,10:29
583,2016/02/20,07:41,07:41,09:25,Traffic lights at Montague Dr / Freedom Way / Drill Ave in Montague Gardens are flashing. The department is attending to the matter.,,1,,09:41,11:25
584,2016/02/20,08:40,08:40,08:55,Traffic lights at Klipfontein Rd / Belgravia Rd in Silvertown are all out. The department is attending to the matter.,,1,,10:40,10:55
585,2016/02/20,08:44,08:44,10:44,Traffic lights at Voortrekker Rd / McIntyre St in Glenlily are all out. The department is attending to the matter.,,1,1,10:44,12:44
586,2016/02/20,09:41,09:41,09:41,Traffic lights at Onverwacht Rd / Michael St in Strand have been repaired.,,1,,11:41,11:41
587,2016/02/20,09:55,09:55,10:08,Traffic lights at Strandfontein Rd & Spine Rd in Strandfontein are flashing. The department is attending to the matter.,,1,,11:55,12:08
588,2016/02/20,10:20,10:20,12:20,"City repair crews worked through the night to restore water supply to Pinelands area, following severe vandalism: https://t.co/KPmM7AOMHK",,1,1,12:20,14:20
589,2016/02/20,10:25,10:25,12:25,Traffic lights at Durban Rd / Pasita St in Rosenpark are flashing. The department is attending to the matter.,,1,1,12:25,14:25
590,2016/02/21,03:20,06:00,13:00,"Planned electrical maintenance today in Rugby,portion of Koeberg road from 08:00 ? 15:00. Contact 0860 103 089 for more info",,,,08:00,15:00
591,2016/02/21,03:20,06:30,14:00,"Planned electrical maintenance today in Gugulethu, NY 71 & NY 72 from 08:30 ? 16:00. Contact 0860 103 089 for more info",,,,08:30,16:00
592,2016/02/21,03:21,04:00,16:00,"Planned electrical maintenance today in Somerset West, Habitat Centre, Barker road from 06:00 ? 18:00. Contact 0860 103 089 for more info",,,,06:00,18:00
593,2016/02/21,03:23,04:30,05:30,"Planned electrical maintenance today in Bellville South, Kasselsvlei rd, Glucose Way from 06:30 ? 07:30. Contact 0860 103 089 for more info",,,,06:30,07:30
594,2016/02/21,03:24,06:00,13:00,"Planned electrical maintenance today in Goodwood, Hyperama N1 City from 08:00 ? 15:00. Contact 0860 103 089 for more info",,,,08:00,15:00
595,2016/02/21,03:24,06:00,14:00,"Planned electrical maintenance today in Marconi Beam,Freedom street & surrounds from 08:00 ? 16:00. Contact 0860 103 089 for more info",,,,08:00,16:00
596,2016/02/21,03:25,06:00,12:00,"Planned electrical maintenance today in Parow South, Junction road & surrounds from 08:00 ? 14:00. Contact 0860 103 089 for more info",,,,08:00,14:00
597,2016/02/21,03:26,06:30,13:30,"Planned electrical maintenance today in Parow Industria, Stoker street & surrounds from 08:30 ? 15:30. Contact 0860 103 089 for more info",,,,08:30,15:30
598,2016/02/21,18:13,09:00,15:00,"Adderley St & Wale St will be closed in both directions between Bureau and Queen Victoria Streets from 11:00 to 17:00 Sunday, 21 Feb 2016.",,,,11:00,17:00
599,2016/02/22,00:06,00:00,02:00,There is currently an electrical fault affecting the Ocean View area as of 00:25. The department is currently attending to this.,,,1,02:00,04:00
600,2016/02/22,02:11,06:00,14:00,Planned electrical maintenance today in Gugulethu (NY 16 & surrounds) from 08:00 ? 16:00. Contact 0860 103 089 for more info,,,,08:00,16:00
601,2016/02/22,02:11,06:00,14:00,Planned electrical maintenance today in Observatory (Kotzee road & surrounds) from 08:00 ? 16:00. Contact 0860 103 089 for more info,,,,08:00,16:00
602,2016/02/22,02:12,06:30,14:00,Planned electrical maintenance today in Kenwyn (Matruh road & surrounds) from 08:30 ? 16:00. Contact 0860 103 089 for more info,,,,08:30,16:00
603,2016/02/22,02:13,06:30,14:00,"Planned electrical maintenance today in Highbury, New Nooiensfontein road & surrounds from 08:00 ? 16:00. Contact 0860 103 089 for more info",,,,08:30,16:00
604,2016/02/22,05:08,05:08,07:08,"Crash: on the N2 out after Macassar, right lane closed, proceed with caution.",,1,1,07:08,09:08
605,2016/02/22,05:11,05:11,06:05,"Truck broken down at Jakes Gerwel South after Viking Way, left lane closed, proceed with caution.",,1,,07:11,08:05
606,2016/02/22,06:05,06:05,08:05,"Traffic lights at Klipfontein Rd / Harris Rd, Mowbray, are flashing. The department is attending to the matter.",,1,1,08:05,10:05
607,2016/02/22,06:14,06:14,08:14,"Update: Crash on the N2, after Macassar has been cleared.",,1,1,08:14,10:14
608,2016/02/22,07:02,07:02,08:09,"Traffic lights at De La Rey / Industria Ring Rd, Ravensmead are flashing. The department is attending to the matter.",,1,,09:02,10:09
609,2016/02/22,07:50,07:50,09:50,"Update: Traffic lights at Klipfontein Rd / Harris Rd, Mowbray have been repaired.",,1,1,09:50,11:50
610,2016/02/22,08:06,08:06,09:13,"Crash: on the N1 Inbound before Lower Church St, lane closure, expect delays and proceed with caution.",,1,,10:06,11:13
611,2016/02/22,08:50,08:50,09:15,"Traffic lights at Durban Rd / Church St, Bellville, all lights are out and the department is attending to the matter.",,1,,10:50,11:15
612,2016/02/22,09:10,09:05,09:10,"Traffic lights at Durban Rd & Pasita St, Rosenpark are flashing. The department is attending to the matter.",,,,11:05,11:10
613,2016/02/22,09:48,09:48,11:48,"Roadworks: on the N2 outbound at Mew Way, right lane closed, expect delays.",,1,1,11:48,13:48
614,2016/02/22,12:09,12:09,14:09,Roadworks between Borchards Quarry & R300 to upgrade N2 to 3-lanes in both directions. Expected to be finished by mid 2017.,,1,1,14:09,16:09
615,2016/02/22,15:59,15:59,17:59,Smoke Hazard with Bush and grass on fire on Klipfontein at Athlone Stadium. Proceed with caution.,,1,1,17:59,19:59
616,2016/02/22,16:01,16:01,18:01,Accident on Christian Barnard and Hertzog Blvd. Christian Barnard towards N1 left lane obstructed. Proceed with caution.,,1,1,18:01,20:01
617,2016/02/22,21:05,21:00,00:00,Planned electrical maintenance today in Belgravia (Denchworth road & surrounds) from 23:00 ? 04:00. Contact 0860 103 089 for more info,,,,23:00,02:00
618,2016/02/23,02:41,06:30,14:00,Planned electrical maintenance today in Kenwyn (Woodbury road & surrounds) from 08:30 ? 16:00. Contact 0860 103 089 for more info,,,,08:30,16:00
619,2016/02/23,02:41,06:30,15:00,"Planned electrical maintenance today in Sherwood Park (1st ave, 2nd ave & surrounds) from 08:30 ? 17:00. Contact 0860 103 089 for more info",,,,08:30,17:00
620,2016/02/23,02:42,06:30,14:00,Planned electrical maintenance today in De La Haye (Goya street & surrounds) from 08:30 ? 16:00. Contact 0860 103 089 for more info,,,,08:30,16:00
621,2016/02/23,02:43,06:00,15:30,Planned electrical maintenance today in Muizenberg (St Patricks street & surrounds) from 08:00 ? 17:30. Contact 0860 103 089 for more info,,,,08:00,17:30
622,2016/02/23,02:43,06:00,14:00,Planned electrical maintenance today in Mowbray (Broad road & surrounds) from 08:00 ? 16:00. Contact 0860 103 089 for more info,,,,08:00,16:00
623,2016/02/23,02:44,06:00,14:00,Planned electrical maintenance today in Duynefontein (Charles Hoffe ave & surrounds) from 08:00 ? 16:00. Contact 0860 103 089 for more info,,,,08:00,16:00
624,2016/02/23,02:45,06:00,16:00,Planned electrical maintenance today in Strand (Van der Byl street & surrounds) from 08:00 ? 18:00. Contact 0860 103 089 for more info,,,,08:00,18:00
625,2016/02/23,02:46,06:30,16:00,Planned electrical maintenance today in Westridge (Kweper close & surrounds) from 08:30 ? 18:00. Contact 0860 103 089 for more info,,,,08:30,18:00
626,2016/02/23,02:46,06:30,16:00,Planned electrical maintenance today in Kuilsriver (Zevenwacht Retirement Village) from 08:30 ? 18:00. Contact 0860 103 089 for more info,,,,08:30,18:00
627,2016/02/23,02:47,06:00,14:00,Planned electrical maintenance today in Brooklyn (Northgate Island & surrounds) from 08:00 ? 16:00. Contact 0860 103 089 for more info,,,,08:00,16:00
628,2016/02/23,04:11,04:11,06:55,"Traffic lights at Koeberg Rd / Tanzanite St, Milnerton, are flashing. The department is attending to the matter.",,1,,06:11,08:55
629,2016/02/23,04:16,04:16,06:16,"Traffic lights at Constantia Main Rd / Brommersvlei Rd, Alphen, are flashing. The department is attending to the matter.",,1,1,06:16,08:16
630,2016/02/23,04:18,04:18,06:56,"Traffic lights at DF Malan St / FW de Klerk Blvd, CBD, all lights out. The department is attending to the matter.",,1,,06:18,08:56
631,2016/02/23,04:21,04:21,07:01,"Traffic lights at Keizersgracht / Tennant St, Zonnebloem are flashing. The department is attending to the matter.",,1,,06:21,09:01
632,2016/02/23,06:08,06:08,06:08,"Update: Traffic lights at Constantia Main Rd / Brommersvlei Rd, Alphen have been repaired.",,1,,08:08,08:08
633,2016/02/23,06:12,06:12,07:17,"Incident: Truck broken down Cnr Koeberg Rd / Cannon St, Maitland, left lane, south bound closed on Cannon St, proceed with caution.",,1,,08:12,09:17
634,2016/02/23,08:11,08:11,10:11,"Roadworks: on the N2, outbound at Mew Way, right lane closed, expect delays.",,1,1,10:11,12:11
635,2016/02/23,11:10,11:10,12:28,"Traffic lights at Milton Rd / Hugo St, Goodwood, are flashing. The department is attending to the matter.",,1,,13:10,14:28
636,2016/02/23,13:32,13:32,15:32,Traffic lights at Sandown / Rivergate in Milnerton are flashing. The department is attending to the matter.,,1,1,15:32,17:32
637,2016/02/23,13:34,13:34,15:34,Protest action on Acacia road. Acacia closed / Klip and Hyde closed.,,1,1,15:34,17:34
638,2016/02/23,15:01,15:01,17:01,Burst water main on Loop / Riebeek and Waterkant. Left and center lane closed / right lane only lane open.,,1,1,17:01,19:01
639,2016/02/23,15:02,15:02,15:21,"Truck broken down on Jakes Gerwel, southbound at Frans Conradie. Center lane obstructed.",,1,,17:02,17:21
640,2016/02/23,16:08,16:08,18:08,Traffic lights at Balvenie / Cannaught in Cravenby are flashing. The department is attending to the matter.,,1,1,18:08,20:08
641,2016/02/24,04:25,04:25,06:51,"Traffic lights at Protea Rd / Kruis, Brackenfell, are flashing. The department is attending to the matter.",,1,,06:25,08:51
642,2016/02/24,04:30,04:30,07:34,Traffic lights at Century Blvd / Entrance 7 are flashing. The department is attending to the matter.,,1,,06:30,09:34
643,2016/02/24,04:44,04:44,06:44,"Traffic lights at Jakes Gerwel / Highlands Dr, Mitchells Plain, all lights are out due to vandalism.",,1,1,06:44,08:44
644,2016/02/24,05:10,05:10,07:10,"Protest action at Jakes Gerwel / R300 / Morgenster Rd, road closure at Jakes Gerwel / R300 / Morgenster Rd in both directions.",,1,1,07:10,09:10
645,2016/02/24,05:15,05:15,07:15,Traffic lights at Balvenie / Cannaught in Cravenby are flashing. The department is attending to the matter.,,1,1,07:15,09:15
646,2016/02/24,05:45,05:45,07:35,"Traffic lights at Sandown Rd / Rivergate Dr, Parklands, all lights are out. The department is attending to the matter.",,1,,07:45,09:35
647,2016/02/24,09:33,09:33,09:34,"Traffic lights at Robert Sobukwe Rd / Caledon St, Bellville are flashing. The department is attending to the matter.",,1,,11:33,11:34
648,2016/02/24,13:52,13:52,15:52,Protest on Jakes Gerwel at Siqalo. Road closure on Jakes Gerwel / Morgenster and R300.,,1,1,15:52,17:52
649,2016/02/24,15:50,15:50,17:50,Crash on R300 under Hindle Road Bridge (Direction N1) Left lane and centre lane obstructed.,,1,1,17:50,19:50
650,2016/02/25,03:41,03:41,03:41,Update: Crash on the R300 under Hindle Road Bridge (Direction N1) has been cleared. Free flowing traffic.,,1,,05:41,05:41
651,2016/02/25,04:14,04:14,06:14,"Incident: Stationary Vehicle on the N1 Inbound before Old Oak, Ramp lane closed, expect delays and proceed with caution.",,1,1,06:14,08:14
652,2016/02/25,04:38,04:38,06:38,"Update: Stationary Vehicle on the N1 Inbound before Old Oak, Ramp lane obstructed, proceed with caution.",,1,1,06:38,08:38
653,2016/02/25,05:08,05:08,07:08,"Update: Stationary Vehicle: N1 Inbound, before Old Oak, all lanes open, no delays",,1,1,07:08,09:08
654,2016/02/25,07:43,07:43,07:46,"Traffic lights at Stellenbosch Arterial / Symphony Way, Wimbledon Estate, all lights out. The department is attending to the matter.",,1,,09:43,09:46
655,2016/02/25,07:45,07:45,11:46,"Traffic lights at Berkley Rd / Alexandra Rd, Ndabeni, all lights out. The department is attending to the matter.",,1,,09:45,13:46
656,2016/02/25,08:38,08:38,10:38,"Crash on the N1 outbound at ramp to Jip De Jager, one lane closed. Proceed with caution.",,1,1,10:38,12:38
657,2016/02/25,09:53,09:53,11:53,"Traffic lights at Durban Rd / Pasita St, Rosenpark are flashing. The department is attending to the matter.",,1,1,11:53,13:53
658,2016/02/25,10:00,10:00,12:00,"Update: Traffic lights at Durban Rd / Pasita St, Rosenpark have been repaired.",,1,1,12:00,14:00
659,2016/02/25,14:48,14:48,16:48,Crash on Hospital Bend outgoing Left two lanes obstructed.,,1,1,16:48,18:48
660,2016/02/26,04:34,04:34,07:40,"Traffic lights at Owen Rd / Halt Rd, Elsies River are flashing. The department is attending to the matter.",,1,,06:34,09:40
661,2016/02/26,05:02,05:02,05:55,"Crash on Robert Sobukwe Rd / Valhalla Dr, Left lane, east bound closed, expect delays and proceed with caution.",,1,,07:02,07:55
662,2016/02/26,14:36,14:36,16:29,House alight on Sarel Cilliers Rd in Strand. Sarel Cilliers Rd between De Beers & Fagan closed.,,1,,16:36,18:29
663,2016/02/26,14:37,14:37,15:06,Vehicle broken down on Jakes Gerwel before Milton Rd in Goodwood. Left lane obstructed (Direction Voortrekker Rd),,1,,16:37,17:06
664,2016/02/26,16:27,16:27,18:27,Crash on Otto Du Plessis & Racecourse Rd in Milnerton.Partial obstruction to intersection (Left lane open on Otto Du Plessis towards CPT),,1,1,18:27,20:27
665,2016/02/27,09:00,09:00,10:27,Traffic lights at Weltevreden / Oliver Tambo are out. The department is attending to the matter.,,1,,11:00,12:27
666,2016/02/27,09:03,09:03,11:03,Traffic lights at Klip / Plantation are flashing. The department is attending to the matter.,,1,1,11:03,13:03
667,2016/02/27,10:28,10:28,12:28,Crash on the R300 at Stellenbosch Arterial (Direction N1). Left and centre lane obstructed.,,1,1,12:28,14:28
668,2016/02/27,11:18,11:18,13:18,Traffic lights at Durban / Pasita are flashing. The department is attending to the matter.,,1,1,13:18,15:18
669,2016/02/28,04:04,04:04,04:47,Traffic lights at Kruis/Taurus in Brackenfell are flashing. The department is currently attending to this.,,1,,06:04,06:47
670,2016/02/28,04:06,04:06,06:06,Traffic lights at Govan Mbeki/Jan Smuts are flashing. The department is currently attending to this.,,1,1,06:06,08:06
671,2016/02/28,04:59,04:59,06:59,Traffic lights at Belhar Dr/Alabama Dr in Belhar are flashing. The department is currently attending to this.,,1,1,06:59,08:59
672,2016/02/28,05:28,05:28,08:46,Traffic lights at Broadway/Onverwacht in Strand are flashing. The department is currently attending to this.,,1,,07:28,10:46
673,2016/02/28,09:16,09:16,10:15,Traffic lights at Jakes Gerwel/Klipfontein are flashing. The department is currently attending to this.,,1,,11:16,12:15
674,2016/02/28,09:31,09:31,10:14,Traffic lights at Bosmansdam/Ocean Spirit in Sanddrift are flashing. The department is currently attending to this.,,1,,11:31,12:14
675,2016/02/28,14:50,14:50,16:17,"Crash on the N2, outbound at Airport Approach, the center lane is closed, expect delays and proceed with caution.",,1,,16:50,18:17
